item_id,not_eye_witness_in,not_eye_witness_out,informative_in,informative_out,y_in,y_out,y,tokens
278,2,1,0,3,0,3,0,bad sandy nt wait till obama reelected fox could said god s judgement
279,2,1,3,0,2,1,1, huffingtonpost mayorbloomberg extensive flooding river subway tunnel sandy nyc
280,3,0,1,2,1,2,0,fuck sandy bitch anyway thinking flood everything blow shit bitterbitch
281,3,0,1,2,1,2,0, omzym breaking news obama given order import 30 ethiopian newyork drink away flood caused hurricanesandy
282,3,0,3,0,3,0,0,nyc hurricanesandy tcowuvn940m via examinercom
283,3,0,1,2,1,2,0, rickygervais  sandy  s tv time blowing entire eastcoast assume s kardashian right
284,2,1,3,0,2,1,1, avmavets 70 animalfriendly shelter housing nearly 240 animal nyc sandy expected tco1iqtnbat
285,3,0,3,0,3,0,0, huffpostcanada update power nyu hospital report staff evacuating patient including icu 9 flight stair sandy
286,3,0,2,1,2,1,0,gov mitt handled emergency mass hint didn  pay bill tco0arklsw5 also promise help nt
287,2,1,0,3,0,3,0, mlanegolf hey sandy heard re punk nt even strong enough cancel school tomorrow prove wrong lilbitch
288,4,0,4,0,4,0,0, latininknews  photo sandy entering nyc tcoeapzymyl foxnewslatino sandy tcohahr5sjd  sandy nyc
289,3,0,1,2,1,2,0,electronics charging cause sandy s bitch
290,3,0,1,2,1,2,0, bsilvvv lived newyork d quite scared sandy tcotl3l0pmn
291,3,0,0,3,0,3,0,sandynyc mayor    
292,3,0,1,2,1,2,0,oh god mother getting prepared bring onn hurricanesandy legit tcoc7vjbnax
293,1,2,2,1,1,2,0,djyeo thanks man sorry trip delayed trust nt wan na nyc sandy
294,5,1,6,0,5,1,1, gridironbeautie please donate tcooxkhjwdd calling 1800red cross 18007332767 texting redcross90999 make 10 donation sandy
295,2,1,0,3,0,3,0,        tcob6m7fo52 tcoxqnmzx7y sandy    
296,3,0,0,3,0,3,0,nowplaying haha xd actually funny tcofeypyjhh
297,3,0,1,2,1,2,0, crobinson703 sandy absolutely wrecked northeast shoutouts everyone underestimated storm said would nt bad youwerewrong
298,2,1,1,2,1,2,1,sudika3 know focus nyc spare thought time haiti 200 000 homeless 32 dead heartbreaking sandy
299,4,1,2,3,2,3,0,everyone sandy everyone still power
300,3,0,2,1,2,1,0, bonesofhoudini cancelled journey concert leave mongo hurricanesandy levity
301,2,1,0,3,0,3,0,momma told dat sandy guna b serious nt want attempt 2 come home work
302,4,0,1,3,1,3,0,hurricanesandy yo lol jacksonheights love bread queen 718 sandy nyc tconecqwdcd
303,3,0,3,0,3,0,0, supermanhotmale mitt romney shame s already using sandy storm victim political gain presidentobama working hard 
304,2,1,2,1,1,2,0,verrazano gw bridge closing 7 nyc enough said sandy
305,2,1,0,3,0,3,0,nowplaying damn gorgeous tco6lgbgr4r
306,3,0,0,3,0,3,0, baasgeert  roomboterboy69 deze foto van onder water gelopen newyork raakt mij    sandy nyc tcoakq9v0qc 
307,2,1,1,2,1,2,0,hurricanesandy really devastating heartgo victim
308,3,0,0,3,0,3,0, monsieurpoulpe louragan sandy va debarquer ce soir et surement inonder newyork la statue dela libert pourra enfin assumer sa paire de claquettes
309,1,2,0,3,0,3,0,drawn curtain better sandy cant possibly penetrate house
310,3,0,2,1,2,1,0, oryx2046 tracking progress sandy re relying national weather service part federal govt tconp30znyy govtworksforme
311,2,1,3,0,2,1,1,crane partially collapse nyc swinging could fall minute sandy tco9jd6otbh
312,3,0,3,0,3,0,0, playingforhim even hurricane wont keep honor guard tombunknown soldier sandy endlessretweets tcoytv2vsvc
313,1,2,2,1,1,2,0,uh oh sound like s starting go dark nyc staysafe everybody sandy
314,2,1,1,2,1,2,0,mangegubben vafan r sandy jmfrt med det stora meteornedslaget fr ett antal miljarder   r sedan som en fis universum
315,3,0,2,1,2,1,0, mikeglatz congrats advance happy couple bunkered hurricane lastnight enjoy parenthood 9 month sandy
316,5,1,5,1,4,2,1, anthonyshaw shark casually swimming road nyc sandy tco4j9q0ri2
317,3,0,3,0,3,0,0,several building near midtown cranecollapse nyc evacuated sandy
318,3,0,2,1,2,1,0, someecards let s scare halloween attempting conversation four day cabin fever tcounv2v04o
319,3,0,1,2,1,2,0, romneystormtips  nyc sandy force way harbor dont fight lie back enjoy god s  richard mourdock probably
320,3,0,0,3,0,3,0, rachprimo222 awkward moment s sunny beautiful today albany sandy
321,2,1,1,2,1,2,0,heartfelt wish go affected superstormsandy intrepid usa trip update website tcotpf9r1pq
322,3,0,0,3,0,3,0,de sirenes de pompiers partout dirait le 21 decembre 2012 nyc sandy
323,2,1,1,2,1,2,0, ronniejoice nyc darkness except empirestate building sandy tcodflz33ug
324,2,1,1,2,1,2,0, avivadrescher everyone ok far sandy xoxo
325,2,1,0,3,0,3,0,comparto fotos de efecto de sandy en nyc la estacion tcof9odnbwp tcob2ym0ulk
326,1,2,0,3,0,3,0,ne znam ta da kaem na ovo sa fb  upon arriving nyc sandy requested refer saundra 
327,2,1,2,1,1,2,1,live tweeting sandy went get coffee rain really windy nata s downtownptbo affected  yet ominous
328,3,0,2,1,2,1,0, styxtheband still affected  sandy  lastnight mind staysafe warm friend
329,3,0,3,0,3,0,0, bupbin rat exodus reported nyc tunnel probably drowned tcobnkj1kba sandy
330,2,1,1,2,0,3,0,sandy ya te estas como pasando no cree nyc tcocgjdmyuy
331,3,0,3,0,3,0,0,nyc transportation sandy s wake newyorkers anticipate free bus closed subway tcogolkvxvc via huffingtonpost
332,3,1,2,2,1,3,0, egouterecondo nigga like praise hurricanesandy noschool tomorrow yall gonna like fuck sandy nohouse
333,3,0,3,0,3,0,0, nygovcuomo breaking governor give sandy briefing 1115am nyc office
334,3,0,0,3,0,3,0,joke song titled  hey sandy 
335,2,2,2,2,0,4,1, mirandakerr sandy nyc  tcoulnzij11
336,3,0,1,2,1,2,0, defendpaulryan romneyryan2012 bus working relief vehicle victim sandy time like pitch tco4qn4ek1m
337,3,0,3,0,3,0,0, breakingstorm newjersey governor postpones halloween nov 5 sandy damage ap
338,2,1,1,2,1,2,0, losominaj sandy hit yall let see laughing
339,4,1,3,2,2,3,0,  tvmichelle nj gov christie expects sandy hit atlanticcity midnightsucks expects eat thru night
340,3,0,3,0,3,0,0, brianstelter rt gma sandy slated make landfall 6 pm est south atlanticcity per national hurricane center
341,2,1,1,2,1,2,0,newyorkpost newyork city never sleep  hurricance sandy nyc tcopuloji05
342,3,0,3,0,3,0,0, peterflom redcross say want blood cash romney organizes can  impede  redcross effort tco5kbl0qcu
343,3,0,1,2,1,2,0,hurricanesandy worst kill flood people get u school one day
344,3,0,1,2,1,2,0,time buy canoe rafting street sandy lotsofrain anytakers
345,2,1,1,2,1,2,0, jeffcanoy watching cnn dayum staystrong eastcoast sandy  malakas ba
346,3,0,3,0,3,0,0, bbcweather sandy centred near ontario decaying weather continuing improve nyc sunny 11c marathon darren b
347,3,0,0,3,0,3,0, tienerfeiten ik niet dronken dude je gooie een eekhoorn het water en schreeuwde  bikini broek heeft je nodig sandy tienerfeiten
348,3,0,3,0,3,0,0,due flooding disaster 20 tcoypj7sq0k nov 5 priority fulfillment area affected sandy fema
349,3,0,1,2,1,2,0,ein glck  nytmetro halloween postponed monday newjersey govchristie executive order tcoltrbs9vb
350,3,1,1,3,1,3,0,storpey haha appreciated steve sandy hit u tonightearly tomorrow morning thanks song
351,2,1,1,2,1,2,1, gamespot hurricanesandy impacting online play guitar hero game many call duty title sandy tcoailf95bd
352,3,0,3,0,3,0,0,remarkable photo red hook brooklyn today aftermath sandy tco7r1ocrg5
353,3,1,3,1,3,1,1,photo sandy sack great neck great neck ny patch tcofkkpdgi9 well fast greatneckpatch
354,2,1,1,2,1,2,0, sandyshurricane retweet yo as survived hurricanesandy 2012
355,2,1,1,2,1,2,0,dzederman rt buzzfeed old picture tombunknown soldier s watch tcoh4yhwlrn
356,2,1,2,1,2,1,1, urbanphotoblog sandy taken nyc back 1880s infrastructurally subway one bridge no tunnel connect long island u mainland
357,2,1,3,0,2,1,1, nickkristof romney apparently favor disbanding fema think sandy saying disagrees tcojilbinnh
358,4,0,4,0,4,0,0, nytmetro coned number nycarea customer withoutpower 68700 sure keep rising tcomxylkmqu
359,3,0,3,0,3,0,0, hope announcement offer way donate sandy victim today waive processing fee 100 go victim
360,3,0,0,3,0,3,0,baltimore scared sandy
361,3,0,3,0,3,0,0,sandy rosenthal sandy hurricanesandy tcohzi0rfhl
362,2,1,1,2,1,2,0, mattzollerseitz ve gotten  spectacular  photo hurricanesandy might photoshopped bullshit tcokw4u5yj6
363,1,2,2,1,1,2,1, fema sandy eastcoast search open shelter texting shelter zip code 43362 4fema ex shelter 01234 std rate apply
364,3,0,3,0,3,0,0,cbjonesbcps datacenter still many school site prayer going people impacted sandy
365,3,0,3,0,3,0,0,looking solicit material donation corporation evacuee veteran campaigner advice method sandy
366,2,1,0,3,0,3,0, lifecntrtacoma praying friend family eastcoast enduring hurricanesandy tcour2rgw3m
367,3,0,3,0,3,0,0, nidakhanny wow least 55 dead multiple state sandy 
368,2,1,1,2,1,2,0,bigbangfacts whoa crazy tcodgpeswig
369,3,0,2,1,2,1,0,soopermexican independentx011 wonder long ll take fema respond nc snow prob re busy sandy north
370,2,1,0,3,0,3,0, kinglb3 back reality sandy aint taking exam
371,3,0,0,3,0,3,0, wolfpackalan everyone know bitch named sandy
372,2,1,2,1,2,1,1,8th avenue sandy tco4ynxp94u
373,3,0,0,3,0,3,0,tomara que furaco sandy desvie 
374,3,0,1,2,1,2,0, fabulouslyb  xhurricanesandy b tch bout tear club fema sandy frankenstorm   gt tcoksaqajkb 
375,2,1,3,0,2,1,1, bn9weather highest gustssandy mph eatons neck ny 94 montclair nj 88 westerly ri 86 madison ct 85 cuttyhunk 83 allentwn pa 81 hiland bch md 79
376,3,0,1,2,1,2,0, hope regularly encourage team something want encourage right imagine home hit sandy
377,2,1,0,3,0,3,0, galiciaenfureci galegos en newyork vendo chegar furacn sandy e dicindo vai chover
378,2,1,0,3,0,3,0, rossihutch haylo24 shark casually swimming road nyc sandy tcopi1b9uvd 
379,3,0,3,0,3,0,0, 911buff public help needed 2 boy 2 4 missing nearly 24 hour got separated mom car submerged si sandy 911buff
380,2,1,0,3,0,3,0,o furaces so todos gay tm todos um artstico de gaja sandy
381,3,0,3,0,3,0,0,google take hurricanesandy tcocnrwrbu7
382,2,1,2,1,2,1,0,francisboulle gangnam style actually giant raindance ve brought sandy lol comic relief
383,2,1,2,1,1,2,1, priyankachopra cant b real rt bansaldhawaj24  cant believe shark swimming streetsyard nyc sandy tcozbwnlyrq u rnt goin der
384,2,1,0,3,0,3,0,amazon susie remove kind pic via site tco2xl8tlqc
385,4,0,0,4,0,4,0,bt har truffet otto som skal sove p  gaten n  r sandy treffer nyc tcodralccst
386,3,1,2,2,2,2,1, telegraphsci hurricanesandy causing frankenstorm tcozrcpffkd
387,2,1,1,2,1,2,0,undeniablegirl m big body sandy ready 
388,2,1,0,3,0,3,0, alexalltimelow dammit sandy thats mean rt  1hcrfan alexalltimelow zackalltimelow picture home tcoaclxrtix
389,1,2,2,1,1,2,0,safe newyork city nyc hit hard hurricanesandy hurricanesandy well
390,3,0,0,3,0,3,0,back sandy tcow4lmet0f
391,3,0,3,0,3,0,0,teamfollowback q could sandy postpone election one week close election super  tcohghp6jtw autofollowback
392,3,0,2,1,2,1,0,nysports liguori big thank you  helping hand aftermath sandy moment let s celebrate wa  tco1fne4jvc
393,3,0,2,1,2,1,0,riding sandy  like duck tcolcyjk1xi
394,3,0,3,0,3,0,0,sandy spending hope drive rally recovery company reuters hurricanesandy caused ten billion  tcokohzzk0r
395,3,0,0,3,0,3,0, livebyjb o furaco sandy perdeu fora e se tornou apenas uma tempestade tropical  e ainda tem gente que tem coragem de dizer que deus no existe
396,3,0,0,3,0,3,0,m going build kid kick as fort dad used storm memory fort sandy
397,3,0,3,0,3,0,0,twchurricane ht twcbryan  landfall sandy look occur around 530p 6p along jerseyshore
398,3,0,0,3,0,3,0,little tough school sandy without family god im good
399,3,0,0,3,0,3,0, flyslnojet itweetthatissh sandy girl 
400,3,0,0,3,0,3,0,nt give fuck sandy gon make irrelevant tcoiwst02wv
401,3,0,0,3,0,3,0, jeremyscahill nate silver responsible sandy
402,3,0,0,3,0,3,0, besosbraceface sandy better delaying phone shipment ratchet hoe
403,3,0,0,3,0,3,0,tornadoraeed gt hurrican sandy
404,3,0,1,2,1,2,0, unclerush nt focus fck focus  gt tcopn1aiblu
405,3,0,1,2,1,2,0,praying everyone effected sandy staysafe loves lt3
406,2,1,3,0,2,1,1, covenanthouse sandy ac shelter submerged thankfully got 50 kid safety help tcod7pzeblc
407,3,0,3,0,3,0,0, datacenter massive flooding damage several nyc data center baement flooding hobble 75 broad datagram tcontpwsj5z sandy
408,3,0,3,0,3,0,0, wsjny tappan zee bridge closed traffic 4 pm due wind gust could flip vehicle tco6oyalt1l sandy
409,3,0,2,1,2,1,0,lady trying sleep sandy try catadvice tcoomd7somx
410,3,0,0,3,0,3,0, karooli increble sandy arrastra do tiburones al metrode nj foto tcov3ghmhyu prayforusa
411,3,0,2,1,2,1,0,ve prettymuch spared sandy s wrath far ottawa sunny blustery today rainbow tcozcyr2gia
412,3,0,0,3,0,3,0,escalofriantes la imagenes del huracan sandy
413,3,0,0,3,0,3,0,excuse french fuck sandy hurricanesandy
414,2,1,1,2,0,3,0, s surprising tco5lxssbys
415,3,0,3,0,3,0,0, ncaidsaction emergency preparedness people living hivaids aidsgov pas tcobv7w1unh sandy hiv aid cc riseuptohiv
416,2,1,0,3,0,3,0, shelbssnicole ohhh gosh sandy better cancel school lord help
417,3,0,2,1,2,1,0, johnfugelsang sandy cause major damage fema stand ready deliver soy latte nyc s upper west side
418,3,0,3,0,3,0,0, txhomenet homeless newyorkers face sandy without shelter i survive like tcocb751qbp
419,3,0,2,1,2,1,0,sandy shore 5 see shortly eye wall 1 hr shore
420,3,0,3,0,3,0,0,twchurricane mayorbloomberg 47000 wo power nyc proper mainly queen staten island aboveground wire sandy
421,3,0,0,3,0,3,0,if hurricanesandy hit south africa government would rather spend r6 million rename hurricane miriam mahlangu
422,3,0,0,3,0,3,0, venndanismanlik geliyorbyk frtna kasrgaama sandy den nce de irene vardaltn ne yaptpetrol ne olduborsalar nasldbir hatrlayalm
423,5,0,3,2,3,2,0,net vs knicks postponed thanks sandy
424,3,0,3,0,3,0,0, redcrossbloodnc thanks wccoel informing listener need blood donor sandy impacted national redcross blood supply
425,3,0,2,1,2,1,0, za1d deadly hurricane sandy nature violent yet beautiful tcorjwzrzvc
426,4,0,2,2,2,2,0, rachelnichols many talk getting  respect  respect rt bedetermined tombunknown soldier stay guarded thru sandy tcoqwkogvu8
427,3,0,3,0,3,0,0, gphilly find pitchin postsandy tcovynrj5xu lgbt sandy doac nyc jerseyshore redcross
428,3,0,0,3,0,3,0, jornaloglobo obama e governador de nova jersey dizem para populao fugir furaco sandy tco2ake2kvl
429,5,0,1,4,1,4,0, reidd14 thinking sandy halloween
430,3,0,0,3,0,3,0,notcias site renem fotos furaco sandy postadas na web em tempo real tcolldfqbeo
431,3,0,3,0,3,0,0,kolhaolam sandy nyc subway system never faced disaster 108 yr existence 7 tunnel east river flooded 6 bus ga 
432,3,0,0,3,0,3,0, salavatus                      tcoilzbuqg9
433,3,0,2,1,2,1,0, newyorkphoto staystrong newyork tcofmvc4pza sandy nyc hurricane via alexmaragos
434,2,1,3,0,2,1,1,point pleasant beach resident left shaken sandy s aftermath enlarge john munsonthe starledger matt moor w  tcofk7sqdwz
435,5,0,5,0,5,0,0,sandyhit area struggle resume daily life million remains withoutpower eastcoast take first cautious  tco9ypzjqil
436,3,0,0,3,0,3,0, hartzprod trying get sun day  sandy frakenstorm nyc eastriver tcojfru4kgq
437,4,0,2,2,2,2,0,cnn plan place one reporter dy live tv hurricanesandy guy nt look totally safe 
438,3,0,1,2,1,2,0, elisestefanec sandy s one many tcopfspgyye
439,3,0,0,3,0,3,0,imagina com esse furao  sandy  na transmisso de teen wolf ainda bem que seria esta de feria tco4omojm5i
440,3,0,2,1,2,1,0,everyone staysafe eastcoast believe people still walk around like nothing going sandy
441,3,0,3,0,3,0,0,photo aftermath superstormsandy tcou2ancd4j tcopaofd8pz
442,3,0,3,0,3,0,0, thedailybeast bloomberg confirms 10 death nyc duehurricane sandy say likely go news come tcogxkk3laj
443,3,0,0,3,0,3,0, victoriajustice 2 eastcoast friend family affectedhurricane sandy  sending u positive energy hoping u stay dry safe
444,3,0,1,2,1,2,0,washington analistas creen que la reaccin del gobierno ante los efectos de sandy podra definir la cerrada eleccin presidente
445,3,0,3,0,3,0,0, refinery29 nyc subway flooded worst damage 108 year service tcokfvwcuzq
446,3,0,2,1,2,1,0, occupywallst go outside meet neighbor talk share meal capitalism retreat community flourish sandy nyc
447,3,0,3,0,3,0,0, icapcolumbiau light hurricanesandy find prepare natural disaster living hiv tcokdtkyj5c
448,3,0,0,3,0,3,0, thepresobama named  hurricane dallas cowboy  would never touched sandy
449,3,0,0,3,0,3,0, hurricannesandy superstormsandy gon twerk da roof yo house
450,3,0,1,2,1,2,0,looking pic aftermath sandy  s heartbreaking see beautiful nyc lookin like  hurricanesandy
451,3,0,3,0,3,0,0,twchurricane battery nyc 6 foot normal tide level rising rapidly sandy
452,3,0,0,3,0,3,0, sumitoestevez lo dela tormenta sobre usa e realmente fuerte cnn estima que podra afectar 60 millones de persona tcoclz6stna 2 veces vzla
453,3,0,3,0,3,0,0, hurricannesandy rip 65 victim lost life hurricanesandy rt respect lt 3
454,3,0,1,2,1,2,0,hurricanesandy  2012  it make sense  re gunna die     
455,3,0,0,3,0,3,0,eluniversal huracn sandy azota con fuerza costa este de estados unidos tcozq9b1i7v eutitulares
456,3,0,0,3,0,3,0, rjshowah hurricane named snooki blew entire eastcoast fcked everyone jersey nyc sandy jerseyshore mtv
457,3,0,3,0,3,0,0,want volunteer help hurricanesandy victim anyone know get involved please let know
458,3,0,3,0,3,0,0,landfall newyork city could get worst sandy  wrath tcopo1ixgaw via time
459,3,0,3,0,3,0,0,sandy rt nytimes 4 east river bridge closing 7pm nyc regional bridge road closure tcogqrtgzfk
460,3,0,0,3,0,3,0, leonzitroll le saviezvous aux etatsunis la vitesse est limite  sandy sur autoroute
461,2,1,2,1,1,2,1,turn ottawa sandy tcora8qivwc
462,3,0,1,2,1,2,0,think sandy messing phone signal cant watch netflix shit   
463,3,0,3,0,3,0,0, caseyjohnston year 2200 newyork city flooded hurricanesandy time tcola3n0esm
464,3,0,1,2,1,2,0,lightning side nt hear thunder hurricanesandy
465,3,0,1,2,1,2,0,citizentvnews willisraburu see caught two sheep swept sandy
466,3,0,0,3,0,3,0,ihq semi fn retarded tcorbwj19an
467,3,0,0,3,0,3,0,oh gosh praying family everyone else nyc sandy
